legacy_page_num,section_order,section_title,page_order_in_section,page_component,component_name,translation_prefix,css_prefix,section_anchor_id,title,data_status,data_getters,indicator_keys,raw_source_tables,vectors_in_csv,vectors_expected,vectors_missing,coverage_pct,notes
70,5,Clean power and low carbon fuels,12,WindSolarElectricityGrowth,WindSolarElectricityGrowth,wind_solar_electricity_growth,wind-solar-electricity-growth,wind-solar-electricity-growth,"Wind and solar net electricity generation growth in Canada, – (GWh)",pipeline_present,getWindSolarElectricityGrowthData,wind_solar_electricity_growth,nrcan_wselec_growth,ws_elec_end_year; ws_elec_hydro_pct; ws_elec_non_ghg_pct; ws_elec_nuclear_pct; ws_elec_other_renewables_pct; ws_elec_rank_canada_order; ws_elec_rank_canada_pct; ws_elec_rank_china_order; ws_elec_rank_china_pct; ws_elec_rank_india_order; ws_elec_rank_india_pct; ws_elec_rank_russia_order; ws_elec_rank_russia_pct; ws_elec_rank_usa_order; ws_elec_rank_usa_pct; ws_elec_ranking_year; ws_elec_renewable_pct_change; ws_elec_solar_gwh; ws_elec_start_year; ws_elec_wind_gwh,ws_elec_end_year; ws_elec_hydro_pct; ws_elec_non_ghg_pct; ws_elec_nuclear_pct; ws_elec_other_renewables_pct; ws_elec_rank_canada_order; ws_elec_rank_canada_pct; ws_elec_rank_china_order; ws_elec_rank_china_pct; ws_elec_rank_india_order; ws_elec_rank_india_pct; ws_elec_rank_russia_order; ws_elec_rank_russia_pct; ws_elec_rank_usa_order; ws_elec_rank_usa_pct; ws_elec_ranking_year; ws_elec_renewable_pct_change; ws_elec_solar_gwh; ws_elec_start_year; ws_elec_wind_gwh,,100.0,
71,5,Clean power and low carbon fuels,13,ElectricityGhgSpotlight,ElectricityGhgSpotlight,ghg_electricity_spotlight,electricity-ghg-spotlight,electricity-ghg-spotlight,GHG spotlight: Electricity,pipeline_present,getElectricityGhgSpotlightData,ghg_electricity_spotlight,ecc_ghg_electricity,elec_ghg_coal; elec_ghg_natural_gas; elec_ghg_other; elec_ghg_stat_base_year; elec_ghg_stat_coal_gen_share_pct; elec_ghg_stat_coal_ghg_share_pct; elec_ghg_stat_reference_year; elec_ghg_stat_total_pct_change; elec_ghg_total,elec_ghg_coal; elec_ghg_natural_gas; elec_ghg_other; elec_ghg_stat_base_year; elec_ghg_stat_coal_gen_share_pct; elec_ghg_stat_coal_ghg_share_pct; elec_ghg_stat_reference_year; elec_ghg_stat_total_pct_change; elec_ghg_total,,100.0,
74,5,Clean power and low carbon fuels,14,RenewableElectricityCapacity,RenewableElectricityCapacity,renewable_electricity_capacity,renewable-electricity-capacity,renewable-electricity-capacity,Canadian renewable electricity generating capacity,pipeline_present,getRenewableElectricityCapacityData,renewable_electricity_capacity,nrcan_renelecap,ren_cap_biomass; ren_cap_hydro; ren_cap_solar_tidal; ren_cap_wind,ren_cap_biomass; ren_cap_hydro; ren_cap_solar_tidal; ren_cap_wind,,100.0,
76,5,Clean power and low carbon fuels,15,HydroelectricCapacity,HydroelectricCapacity,major_hydro_facilities,major-hydro-facilities,major-hydro-facilities,Hydroelectricity capacity in Canada,pipeline_present,getHydroelectricCapacityData,major_hydro_facilities; renewable_electricity_capacity,can_largesthydrofac; nrcan_renelecap,hydro_fac_01_mw; hydro_fac_01_prov; hydro_fac_02_mw; hydro_fac_02_prov; hydro_fac_03_mw; hydro_fac_03_prov; hydro_fac_04_mw; hydro_fac_04_prov; hydro_fac_05_mw; hydro_fac_05_prov; hydro_fac_06_mw; hydro_fac_06_prov; hydro_fac_07_mw; hydro_fac_07_prov; hydro_fac_08_mw; hydro_fac_08_prov; hydro_fac_09_mw; hydro_fac_09_prov; hydro_fac_10_mw; hydro_fac_10_prov; hydro_fac_11_mw; hydro_fac_11_prov; hydro_fac_12_mw; hydro_fac_12_prov; hydro_fac_13_mw; hydro_fac_13_prov; hydro_fac_14_mw; hydro_fac_14_prov; hydro_fac_15_mw; hydro_fac_15_prov; hydro_fac_16_mw; hydro_fac_16_prov; hydro_fac_17_mw; hydro_fac_17_prov; hydro_fac_18_mw; hydro_fac_18_prov; hydro_fac_19_mw; hydro_fac_19_prov; hydro_fac_20_mw; hydro_fac_20_prov; ren_cap_hydro,hydro_fac_(_*; hydro_fac_01_mw; hydro_fac_01_prov; hydro_fac_02_mw; hydro_fac_02_prov; hydro_fac_03_mw; hydro_fac_03_prov; hydro_fac_04_mw; hydro_fac_04_prov; hydro_fac_05_mw; hydro_fac_05_prov; hydro_fac_06_mw; hydro_fac_06_prov; hydro_fac_07_mw; hydro_fac_07_prov; hydro_fac_08_mw; hydro_fac_08_prov; hydro_fac_09_mw; hydro_fac_09_prov; hydro_fac_10_mw; hydro_fac_10_prov; hydro_fac_11_mw; hydro_fac_11_prov; hydro_fac_12_mw; hydro_fac_12_prov; hydro_fac_13_mw; hydro_fac_13_prov; hydro_fac_14_mw; hydro_fac_14_prov; hydro_fac_15_mw; hydro_fac_15_prov; hydro_fac_16_mw; hydro_fac_16_prov; hydro_fac_17_mw; hydro_fac_17_prov; hydro_fac_18_mw; hydro_fac_18_prov; hydro_fac_19_mw; hydro_fac_19_prov; hydro_fac_20_mw; hydro_fac_20_prov; ren_cap_hydro,,100.0,
78,5,Clean power and low carbon fuels,16,SolidBiofuelsProduction,SolidBiofuelsProduction,solid_biofuels,solid-biofuels,solid-biofuels,Canadian production of solid biofuels,pipeline_present,getSolidBiofuelsProductionData,solid_biofuels,nrcan_solid_biofuels,sbio_prod_firewood; sbio_prod_pellets; sbio_prod_pulping; sbio_prod_swr; sbio_use_electricity; sbio_use_industrial; sbio_use_residential; sbio_use_total,sbio_prod_firewood; sbio_prod_pellets; sbio_prod_pulping; sbio_prod_swr; sbio_use_electricity; sbio_use_industrial; sbio_use_residential; sbio_use_total,,100.0,
79,5,Clean power and low carbon fuels,17,WorldWindPower,WorldWindPower,world_wind_power,world-wind-power,world-wind-power,Wind power,pipeline_present,getWorldWindPowerData,world_wind_power,nrcan_worldwind,win_can_wind_elec_share_pct; win_world_canada_rank; win_world_canada_share_pct; win_world_total_gw,win_can_wind_elec_share_pct; win_world_canada_rank; win_world_canada_share_pct; win_world_top([1-5])_country_id_*; win_world_top([1-5])_share_pct_*; win_world_total_gw,,100.0,
80,5,Clean power and low carbon fuels,18,CanadianWindPower,CanadianWindPower,wind_power_canada,wind-power-canada,wind-power-canada,Wind power in Canada,pipeline_present,getCanadianWindPowerData,wind_power_canada,nrcan_windpwr_can,win_pwr_cap_add_mw; win_pwr_cap_cum_gw; win_pwr_cap_cum_mw; win_pwr_gen_twh; win_pwr_stat_cap_gw; win_pwr_stat_cap_mult; win_pwr_stat_cap_ratio; win_pwr_stat_cap_year; win_pwr_stat_gen_mult; win_pwr_stat_gen_ratio; win_pwr_stat_gen_twh; win_pwr_stat_gen_year,win_pwr_cap_add_mw; win_pwr_cap_cum_gw; win_pwr_cap_cum_mw; win_pwr_gen_twh; win_pwr_stat_cap_gw; win_pwr_stat_cap_mult; win_pwr_stat_cap_ratio; win_pwr_stat_cap_year; win_pwr_stat_gen_mult; win_pwr_stat_gen_ratio; win_pwr_stat_gen_twh; win_pwr_stat_gen_year,,100.0,
81,5,Clean power and low carbon fuels,19,WindProjectsMap,WindProjectsMap,largest_wind_projects,wind-capacity,wind-capacity,Wind_capacity_by_province,pipeline_present,getWindProjectsMapData,largest_wind_projects; wind_capacity_by_province,can_largestwindprojects; nrcan_windcapbyprov,wind_cap_alta; wind_cap_bc; wind_cap_man; wind_cap_nb; wind_cap_nl; wind_cap_ns; wind_cap_nwt; wind_cap_ont; wind_cap_pei; wind_cap_que; wind_cap_sask; wind_cap_yt,wind_cap_alta; wind_cap_bc; wind_cap_man; wind_cap_nb; wind_cap_nl; wind_cap_ns; wind_cap_nwt; wind_cap_ont; wind_cap_pei; wind_cap_que; wind_cap_sask; wind_cap_yt; wind_proj_(_*,,100.0,
82,5,Clean power and low carbon fuels,20,WorldSolarPower,WorldSolarPower,world_solar_pv,world-solar-pv,world-solar-pv,Solar photovoltaic,pipeline_present,getWorldSolarPowerData,world_solar_pv,nrcan_worldsolar,sol_world_canada_rank; sol_world_canada_share_pct; sol_world_total_gw,sol_world_canada_rank; sol_world_canada_share_pct; sol_world_top([1-5])_country_id_*; sol_world_top([1-5])_share_pct_*; sol_world_total_gw,,100.0,
84,5,Clean power and low carbon fuels,21,LargestSolarProjects,LargestSolarProjects,largest_solar_projects,largest-solar-projects,largest-solar-projects,Largest solar projects,pipeline_missing,getLargestSolarProjectsData,largest_solar_projects,can_largestsolprojects,,solar_proj_(_*,,,
85,5,Clean power and low carbon fuels,22,UraniumInternational,UraniumInternational,uranium_international,uranium-international,uranium-international,Uranium,pipeline_present,getUraniumInternationalData,uranium_international,wna_uraniumprod,urani_exp_canada_rank; urani_exp_canada_share_pct; urani_exp_top1_country_id; urani_exp_top1_share_pct; urani_exp_top2_country_id; urani_exp_top2_share_pct; urani_exp_top3_country_id; urani_exp_top3_share_pct; urani_exp_top4_country_id; urani_exp_top4_share_pct; urani_exp_top5_country_id; urani_exp_top5_share_pct; urani_exp_total_kt; urani_prod_canada_rank; urani_prod_canada_share_pct; urani_prod_top1_country_id; urani_prod_top1_share_pct; urani_prod_top2_country_id; urani_prod_top2_share_pct; urani_prod_top3_country_id; urani_prod_top3_share_pct; urani_prod_top4_country_id; urani_prod_top4_share_pct; urani_prod_top5_country_id; urani_prod_top5_share_pct; urani_prod_total_kt; urani_res_canada_rank; urani_res_canada_share_pct; urani_res_top1_country_id; urani_res_top1_share_pct; urani_res_top2_country_id; urani_res_top2_share_pct; urani_res_top3_country_id; urani_res_top3_share_pct; urani_res_top4_country_id; urani_res_top4_share_pct; urani_res_top5_country_id; urani_res_top5_share_pct; urani_res_total_mt,urani_exp_canada_rank; urani_exp_canada_share_pct; urani_exp_top1_country_id; urani_exp_top1_share_pct; urani_exp_top2_country_id; urani_exp_top2_share_pct; urani_exp_top3_country_id; urani_exp_top3_share_pct; urani_exp_top4_country_id; urani_exp_top4_share_pct; urani_exp_top5_country_id; urani_exp_top5_share_pct; urani_exp_total_kt; urani_prod_canada_rank; urani_prod_canada_share_pct; urani_prod_top1_country_id; urani_prod_top1_share_pct; urani_prod_top2_country_id; urani_prod_top2_share_pct; urani_prod_top3_country_id; urani_prod_top3_share_pct; urani_prod_top4_country_id; urani_prod_top4_share_pct; urani_prod_top5_country_id; urani_prod_top5_share_pct; urani_prod_total_kt; urani_res_canada_rank; urani_res_canada_share_pct; urani_res_top1_country_id; urani_res_top1_share_pct; urani_res_top2_country_id; urani_res_top2_share_pct; urani_res_top3_country_id; urani_res_top3_share_pct; urani_res_top4_country_id; urani_res_top4_share_pct; urani_res_top5_country_id; urani_res_top5_share_pct; urani_res_total_mt,,100.0,
86,5,Clean power and low carbon fuels,23,NuclearPower,NuclearPower,nuclear_power,nuclear-power,nuclear-power,Nuclear power,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
87,5,Clean power and low carbon fuels,24,CanadianUraniumSupplyDemand,CanadianUraniumSupplyDemand,canadian_uranium_supply_demand,canadian-uranium-supply-demand,canadian-uranium-supply-demand,Canadian supply and demand,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
89,5,Clean power and low carbon fuels,25,CanduNuclearReactors,CanduNuclearReactors,candu_nuclear_reactors,candu-nuclear-reactors,candu-nuclear-reactors,CANDU nuclear reactors,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
90,5,Clean power and low carbon fuels,26,NuclearPowerPlantsUraniumPrices,NuclearPowerPlantsUraniumPrices,nuclear_power_plants_uranium_prices,nuclear-power-plants-uranium-prices,nuclear-power-plants-uranium-prices,Uranium \u2013 prices,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
91,5,Clean power and low carbon fuels,27,BiofuelsTransportation,BiofuelsTransportation,biofuels_transportation,biofuels-transportation,biofuels-transportation,Biofuels and transportation,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
93,5,Clean power and low carbon fuels,28,CanadianBiofuelProduction,CanadianBiofuelProduction,canadian_biofuel_production,canadian-biofuel-production,canadian-biofuel-production,Canadian biofuel production,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
95,5,Clean power and low carbon fuels,29,TransportationFuelMix,TransportationFuelMix,transportation_fuel_mix,transportation-fuel-mix,transportation-fuel-mix,Fuel mix of the transportation sector,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
96,5,Clean power and low carbon fuels,30,EvSalesRegistrations,EvSalesRegistrations,ev_sales,ev-sales,ev-sales,"Plug-in electric vehicle registrations portion of total vehicle sales, –",pipeline_present,getEvSalesRegistrationsData,ev_sales,stc_ev_sales,ev_new_regs; ev_share_pct; ev_total_regs,ev_new_regs; ev_share_pct; ev_total_regs,,100.0,
97,5,Clean power and low carbon fuels,31,TransportationGhgSpotlight,TransportationGhgSpotlight,ghg_transportation_spotlight,transportation-ghg-spotlight,transportation-ghg-spotlight,GHG spotlight: Transportation,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
98,5,Clean power and low carbon fuels,32,ElectricVehicleCharging,ElectricVehicleCharging,electric_vehicle_charging,electric-vehicle-charging,electric-vehicle-charging,Electric vehicle charging,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
99,5,Clean power and low carbon fuels,33,PublicEvChargingStations,PublicEvChargingStations,public_ev_charging_stations,public-ev-charging-stations,public-ev-charging-stations,Types_of_EV_chargers_at_public_charging_stations_in_Canada_,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
102,5,Clean power and low carbon fuels,34,HydrogenIndustry,HydrogenIndustry,hydrogen_industry,hydrogen-industry,hydrogen-industry,Hydrogen industry in Canada,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
103,6,"Oil, natural gas and coal",1,OilGasCoalOverview,OilGasCoalOverview,oil_gas_coal_overview,oil-gas-coal-overview,oil-gas-coal-overview,"Oil, natural gas and coal",no_data,,,,,,,,
105,6,"Oil, natural gas and coal",2,PetroleumEmploymentByRegion,PetroleumEmploymentByRegion,petroleum_sector_employment,petroleum-employment-by-region,petroleum-employment-by-region,Share of employment by region,pipeline_present,getPetroleumEmploymentByRegionData,petroleum_sector_employment,ca_statcan_petroleum_sector_employment_summary,pet_emp_alta_direct_pct; pet_emp_alta_indirect_pct; pet_emp_bc_direct_pct; pet_emp_bc_indirect_pct; pet_emp_direct_total; pet_emp_indirect_total; pet_emp_man_direct_pct; pet_emp_man_indirect_pct; pet_emp_maritimes_direct_pct; pet_emp_maritimes_indirect_pct; pet_emp_nl_direct_pct; pet_emp_nl_indirect_pct; pet_emp_ont_direct_pct; pet_emp_ont_indirect_pct; pet_emp_que_direct_pct; pet_emp_que_indirect_pct; pet_emp_reporting_year; pet_emp_sask_direct_pct; pet_emp_sask_indirect_pct,pet_emp_(.+)_(direct|indirect)_pct_*; pet_emp_alta_direct_pct; pet_emp_alta_indirect_pct; pet_emp_bc_direct_pct; pet_emp_bc_indirect_pct; pet_emp_direct_total; pet_emp_indirect_total; pet_emp_man_direct_pct; pet_emp_man_indirect_pct; pet_emp_maritimes_direct_pct; pet_emp_maritimes_indirect_pct; pet_emp_nl_direct_pct; pet_emp_nl_indirect_pct; pet_emp_ont_direct_pct; pet_emp_ont_indirect_pct; pet_emp_que_direct_pct; pet_emp_que_indirect_pct; pet_emp_reporting_year; pet_emp_sask_direct_pct; pet_emp_sask_indirect_pct,,100.0,
106,6,"Oil, natural gas and coal",3,PetroleumEmployment,PetroleumEmployment,petroleum_employment,petroleum-employment,petroleum-employment,Petroleum employment,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
107,6,"Oil, natural gas and coal",4,PetroleumGdp,PetroleumGdp,petroleum_gdp,petroleum-gdp,petroleum-gdp,PETROLEUM GDP (Billions of Canadian Dollars),static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
108,6,"Oil, natural gas and coal",5,CrudeOilInternational,CrudeOilInternational,crude_oil_international,crude-oil-international,crude-oil-international,Crude oil,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
109,6,"Oil, natural gas and coal",6,WorldProvedCrudeReserves,WorldProvedCrudeReserves,world_crude_reserves,world-crude-oil-proved-reserves,world-crude-oil-proved-reserves,World proved reserves,pipeline_present,getWorldProvedCrudeReservesData,world_proved_crude_reserves,ca_ogj_petroleum_world_proved_reserves,wr_crude_res_canada_bb; wr_crude_res_canada_pct; wr_crude_res_iran_bb; wr_crude_res_iran_pct; wr_crude_res_iraq_bb; wr_crude_res_iraq_pct; wr_crude_res_oil_sands_share_pct; wr_crude_res_other_bb; wr_crude_res_other_pct; wr_crude_res_reporting_year; wr_crude_res_saudi_bb; wr_crude_res_saudi_pct; wr_crude_res_total_bb; wr_crude_res_venezuela_bb; wr_crude_res_venezuela_pct,wr_crude_res_(.+)_bb_*; wr_crude_res_(.+)_pct_*; wr_crude_res_canada_bb; wr_crude_res_canada_pct; wr_crude_res_iran_bb; wr_crude_res_iran_pct; wr_crude_res_iraq_bb; wr_crude_res_iraq_pct; wr_crude_res_oil_sands_share_pct; wr_crude_res_other_bb; wr_crude_res_other_pct; wr_crude_res_reporting_year; wr_crude_res_saudi_bb; wr_crude_res_saudi_pct; wr_crude_res_total_bb; wr_crude_res_venezuela_bb; wr_crude_res_venezuela_pct,,100.0,
110,6,"Oil, natural gas and coal",7,CanadianCrudeReserves,CanadianCrudeReserves,petroleum_reserves,canadian-crude-reserves,canadian-crude-reserves,Canadian resources,pipeline_present,getCanadianCrudeReservesData,petroleum_reserves; western_canada_oil_wells,ca_petroleum_reserves_summary; ca_western_canada_oil_wells_count_depth,cr_res_conventional_bb; cr_res_insitu_bb; cr_res_mining_bb; cr_res_oil_sands_bb; cr_res_reporting_year; cr_res_total_bb; wc_oil_avg_depth_m; wc_oil_total_metres; wc_oil_wells_completed,cr_res_conventional_bb; cr_res_insitu_bb; cr_res_mining_bb; cr_res_oil_sands_bb; cr_res_reporting_year; cr_res_total_bb; wc_oil_avg_depth_m; wc_oil_total_metres; wc_oil_wells_completed,,100.0,
111,6,"Oil, natural gas and coal",8,CanadianCrudeProduction,CanadianCrudeProduction,canadian_production,canadian-crude-production,canadian-crude-production,Canadian production,pipeline_present,getCanadianCrudeProductionData,canadian_production,stc_canadian_production,cp_conventional_mmbd; cp_conventional_thousand_m3; cp_oil_sands_mmbd; cp_oil_sands_thousand_m3; cp_prov_ab_pct; cp_prov_ab_thousand_m3; cp_prov_bc_pct; cp_prov_bc_thousand_m3; cp_prov_canada_thousand_m3; cp_prov_mb_pct; cp_prov_mb_thousand_m3; cp_prov_nl_pct; cp_prov_nl_thousand_m3; cp_prov_other_pct; cp_prov_other_thousand_m3; cp_prov_sk_pct; cp_prov_sk_thousand_m3; cp_share_pct; cp_total_mmbd; cp_total_thousand_m3,cp_conventional_mmbd; cp_conventional_thousand_m3; cp_oil_sands_mmbd; cp_oil_sands_thousand_m3; cp_prov_ab_pct; cp_prov_ab_thousand_m3; cp_prov_bc_pct; cp_prov_bc_thousand_m3; cp_prov_canada_thousand_m3; cp_prov_mb_pct; cp_prov_mb_thousand_m3; cp_prov_nl_pct; cp_prov_nl_thousand_m3; cp_prov_other_pct; cp_prov_other_thousand_m3; cp_prov_sk_pct; cp_prov_sk_thousand_m3; cp_share_pct; cp_total_mmbd; cp_total_thousand_m3,,100.0,
112,6,"Oil, natural gas and coal",9,CanadianSupplyDemand,CanadianSupplyDemand,canadian_supply_demand,canadian-supply-demand,canadian-supply-demand,Canadian supply and demand,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
113,6,"Oil, natural gas and coal",10,OilSandsProduction,OilSandsProduction,oil_sands,oil-sands,oil-sands,Oil sands,pipeline_present,getOilSandsProductionData,oil_sands,stc_oil_sands,os_capex_capp_m; os_capex_cumulative_bn; os_capex_statcan_m; os_conventional_mmbd; os_conventional_thousand_m3; os_oil_sands_mmbd; os_oil_sands_thousand_m3; os_proved_reserves_pct; os_share_pct; os_total_mmbd; os_total_thousand_m3; os_upgrading_capacity_mmbd; os_upgrading_pct,os_capex_capp_m; os_capex_cumulative_bn; os_capex_statcan_m; os_conventional_mmbd; os_conventional_thousand_m3; os_oil_sands_mmbd; os_oil_sands_thousand_m3; os_proved_reserves_pct; os_share_pct; os_total_mmbd; os_total_thousand_m3; os_upgrading_capacity_mmbd; os_upgrading_pct,,100.0,
117,6,"Oil, natural gas and coal",11,CrudeOilPrices,CrudeOilPrices,crude_prices,crude-oil-prices,crude-oil-prices,Prices,pipeline_present,getCrudeOilPricesData,crude_prices,nrcan_crude_prices,crude_differential; crude_usd_cad; crude_wcs_cad; crude_wcs_usd; crude_wti,crude_differential; crude_usd_cad; crude_wcs_cad; crude_wcs_usd; crude_wti,,100.0,
119,6,"Oil, natural gas and coal",12,OilByRail,OilByRail,oil_by_rail,oil-by-rail,oil-by-rail,Oil by rail,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
122,6,"Oil, natural gas and coal",13,NaturalGasInternational,NaturalGasInternational,natural_gas_international,natural-gas-international,natural-gas-international,Natural gas,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
123,6,"Oil, natural gas and coal",14,WorldProvedGasReserves,WorldProvedGasReserves,world_gas_reserves,world-natural-gas-proved-reserves,world-natural-gas-proved-reserves,World proved reserves,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
126,6,"Oil, natural gas and coal",15,WesternCanadaGasWellCompletions,WesternCanadaGasWellCompletions,western_canada_gas_well_completions,western-canada-gas-well-completions,western-canada-gas-well-completions,Count and average depth of natural gas wells completed in Western Canada,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
132,6,"Oil, natural gas and coal",16,OilGasGhgSpotlight,OilGasGhgSpotlight,ghg_oilgas_spotlight,ghg-spotlight-oil-gas,ghg-spotlight-oil-gas,GHG spotlight: Oil and gas,pipeline_partial,getOilGasGhgSpotlightData,ghg_emissions,nrcan_ghg_semantic,,ghg_oilgas_spotlight_*; ghg_oilgas_spotlight_conventional_oil; ghg_oilgas_spotlight_natural_gas; ghg_oilgas_spotlight_oil_sands; ghg_oilgas_spotlight_other,ghg_oilgas_spotlight_conventional_oil; ghg_oilgas_spotlight_natural_gas; ghg_oilgas_spotlight_oil_sands; ghg_oilgas_spotlight_other,0.0,Missing 4 of 4 expected vectors in export
135,6,"Oil, natural gas and coal",17,RefinedPetroleumProducts,RefinedPetroleumProducts,refined_petroleum_products,refined-petroleum-products,refined-petroleum-products,Refined petroleum products (RPPs),no_data,,,,,,,,
136,6,"Oil, natural gas and coal",18,RppSupplyDemand,RppSupplyDemand,rpp_refinery_input,rpp-supply-demand,rpp-supply-demand,Supply and demand* (),pipeline_present,getRppSupplyDemandData,rpp_refinery_input; rpp_supply_demand,stc_refinput_25100063; stc_rppsd_25100081,rpp_asphalt_pct; rpp_coke_pct; rpp_distillate_pct; rpp_domestic_bl; rpp_domestic_mmbd; rpp_exports_bl; rpp_exports_mmbd; rpp_imports_bl; rpp_imports_mmbd; rpp_jet_pct; rpp_motor_gasoline_pct; rpp_net_prod_bl; rpp_net_prod_mmbd; rpp_other_pct; rpp_refinery_bl; rpp_refinery_mmbd; rpp_residual_pct; rpp_still_gas_pct,rpp_asphalt_pct; rpp_coke_pct; rpp_distillate_pct; rpp_domestic_bl; rpp_domestic_mmbd; rpp_exports_bl; rpp_exports_mmbd; rpp_imports_bl; rpp_imports_mmbd; rpp_jet_pct; rpp_motor_gasoline_pct; rpp_net_prod_bl; rpp_net_prod_mmbd; rpp_other_pct; rpp_refinery_bl; rpp_refinery_mmbd; rpp_residual_pct; rpp_still_gas_pct,,100.0,
138,6,"Oil, natural gas and coal",19,RetailGasolinePrices,RetailGasolinePrices,kal_gas_prices,retail-gasoline-prices,retail-gasoline-prices,Retail prices,pipeline_present,getRetailGasolinePricesData,kal_gas_prices,kal_gas_prices,kal_calgary_crude; kal_calgary_marketing; kal_calgary_price; kal_calgary_refining; kal_calgary_taxes; kal_canada_crude; kal_canada_marketing; kal_canada_price; kal_canada_refining; kal_canada_taxes; kal_halifax_crude; kal_halifax_marketing; kal_halifax_price; kal_halifax_refining; kal_halifax_taxes; kal_montreal_crude; kal_montreal_marketing; kal_montreal_price; kal_montreal_refining; kal_montreal_taxes; kal_toronto_crude; kal_toronto_marketing; kal_toronto_price; kal_toronto_refining; kal_toronto_taxes; kal_vancouver_crude; kal_vancouver_marketing; kal_vancouver_price; kal_vancouver_refining; kal_vancouver_taxes,kal_([a-z]+)_(crude|refining|marketing|taxes|price)_*; kal_calgary_crude; kal_calgary_marketing; kal_calgary_price; kal_calgary_refining; kal_calgary_taxes; kal_canada_crude; kal_canada_marketing; kal_canada_price; kal_canada_refining; kal_canada_taxes; kal_halifax_crude; kal_halifax_marketing; kal_halifax_price; kal_halifax_refining; kal_halifax_taxes; kal_montreal_crude; kal_montreal_marketing; kal_montreal_price; kal_montreal_refining; kal_montreal_taxes; kal_toronto_crude; kal_toronto_marketing; kal_toronto_price; kal_toronto_refining; kal_toronto_taxes; kal_vancouver_crude; kal_vancouver_marketing; kal_vancouver_price; kal_vancouver_refining; kal_vancouver_taxes,,100.0,
139,6,"Oil, natural gas and coal",20,RefineryCapacity,RefineryCapacity,osm_refin_cap,refinery-capacity,refinery-capacity,Refinery capacity,pipeline_present,getRefineryCapacityData,osm_refin_cap,osm_refin_cap,refcap_ab_asphalt_capacity; refcap_ab_asphalt_count; refcap_ab_petroleum_capacity; refcap_ab_petroleum_count; refcap_ab_total_capacity; refcap_ab_total_count; refcap_bc_petroleum_capacity; refcap_bc_petroleum_count; refcap_bc_total_capacity; refcap_bc_total_count; refcap_nb_petroleum_capacity; refcap_nb_petroleum_count; refcap_nb_total_capacity; refcap_nb_total_count; refcap_on_lubricant_capacity; refcap_on_lubricant_count; refcap_on_petroleum_capacity; refcap_on_petroleum_count; refcap_on_total_capacity; refcap_on_total_count; refcap_qc_petroleum_capacity; refcap_qc_petroleum_count; refcap_qc_total_capacity; refcap_qc_total_count; refcap_sk_asphalt_capacity; refcap_sk_asphalt_count; refcap_sk_petroleum_capacity; refcap_sk_petroleum_count; refcap_sk_total_capacity; refcap_sk_total_count; refcap_total_asphalt_capacity; refcap_total_asphalt_count; refcap_total_lubricant_capacity; refcap_total_lubricant_count; refcap_total_petroleum_capacity; refcap_total_petroleum_count; refcap_total_total_capacity; refcap_total_total_count,refcap_ab_asphalt_capacity; refcap_ab_asphalt_count; refcap_ab_petroleum_capacity; refcap_ab_petroleum_count; refcap_ab_total_capacity; refcap_ab_total_count; refcap_bc_petroleum_capacity; refcap_bc_petroleum_count; refcap_bc_total_capacity; refcap_bc_total_count; refcap_nb_petroleum_capacity; refcap_nb_petroleum_count; refcap_nb_total_capacity; refcap_nb_total_count; refcap_on_lubricant_capacity; refcap_on_lubricant_count; refcap_on_petroleum_capacity; refcap_on_petroleum_count; refcap_on_total_capacity; refcap_on_total_count; refcap_qc_petroleum_capacity; refcap_qc_petroleum_count; refcap_qc_total_capacity; refcap_qc_total_count; refcap_sk_asphalt_capacity; refcap_sk_asphalt_count; refcap_sk_petroleum_capacity; refcap_sk_petroleum_count; refcap_sk_total_capacity; refcap_sk_total_count; refcap_total_asphalt_capacity; refcap_total_asphalt_count; refcap_total_lubricant_capacity; refcap_total_lubricant_count; refcap_total_petroleum_capacity; refcap_total_petroleum_count; refcap_total_total_capacity; refcap_total_total_count,,100.0,
140,6,"Oil, natural gas and coal",21,CoalInternational,CoalInternational,coal_international,coal-international,coal-international,Coal,static_hardcoded,,,,,,,,Uses hardcoded or placeholder data in page file
